ID,age,gender,sent,labels,topic,tokens,clean_text,word_counts
160,58,F,Abortion is a personal choice. For myself I could not do it. I understand in cases of rape or severe birth defects or the mother's health it is an option that I am sure is not easy to make. If used to terminate a life just because it's not wanted is heartbreaking since there are other choices like adoption available. One should take responsibilities for their actions.,truthful,Abortion,abortion is a personal choice for myself i could not do it i understand in cases of rape or severe birth defects or the mother 's health it is an option that i am sure is not easy to make if used to terminate a life just because it 's not wanted is heartbreaking since there are other choices like adoption available one should take responsibilities for their actions,abortion personal choice understand case rape severe birth defect mother health option sure easy terminate life want heartbreaking choice like adoption available responsibility action,69
160,58,F,Euthanasia should not be allowed. Every life is important and God should decide when you die.,deceptive,Euthanasia,euthanasia should not be allowed every life is important and god should decide when you die,euthanasia allow life important god decide die,16
160,58,F,Gay marriage is immoral. It is not a real marriage in the eyes of God.,deceptive,Gay Marriage,gay marriage is immoral it is not a real marriage in the eyes of god,gay marriage immoral real marriage eye god,15
160,58,F,I believe there are laws one must follow to immigrate to a country and should be followed. Entering a country is illegal. The country must have order to protect the citizens and those entering the country should meet criteria and laws before gaining entrance.,truthful,Migration,i believe there are laws one must follow to immigrate to a country and should be followed entering a country is illegal the country must have order to protect the citizens and those entering the country should meet criteria and laws before gaining entrance,believe law follow immigrate country follow enter country illegal country order protect citizen enter country meet criterion law gain entrance,44
160,58,F,I feel cannabis should definitely be legal for medical uses. As recreational use I believe it should be controlled like alcohol. No driving or working. I do not feel it is an addictive drug and actually safer than alcohol use. Up until now it has been considered a drug which makes it illegal and hence becomes a part of crime and it could all be changed if it was legal. The taxes would be a plus for the government also.,truthful,Cannabis Legalization,i feel cannabis should definitely be legal for medical uses as recreational use i believe it should be controlled like alcohol no driving or working i do not feel it is an addictive drug and actually safer than alcohol use up until now it has been considered a drug which makes it illegal and hence becomes a part of crime and it could all be changed if it was legal the taxes would be a plus for the government also,feel cannabi definitely legal medical use recreational use believe control like alcohol driving work feel addictive drug actually safe alcohol use consider drug make illegal crime change legal taxis plus government,80
161,37,M,I believe in pro choice. I am a male and believe the choice belongs with the female in this scenario. Its an absolute travesty that we have crimes like rape in our world and I could think of nothing more horrific than to bare the child of such a monster. Especially if our government makes it illegal to abort.,truthful,Abortion,i believe in pro choice i am a male and believe the choice belongs with the female in this scenario its an absolute travesty that we have crimes like rape in our world and i could think of nothing more horrific than to bare the child of such a monster especially if our government makes it illegal to abort,believe pro choice male believe choice belong female scenario absolute travesty crime like rape world think horrific bare child monster especially government make illegal abort,59
161,37,M,Its ridiculous that we can take the life of another human being. In my book that's murder. What if the person seeking Euthanasia would have had a life altering conversation or vision. We would never know if that person would have changed their mind because they would be dead. Its not our place to decided who lives and dies.,deceptive,Euthanasia,its ridiculous that we can take the life of another human being in my book that 's murder what if the person seeking euthanasia would have had a life altering conversation or vision we would never know if that person would have changed their mind because they would be dead its not our place to decided who lives and dies,ridiculous life human book murder person seek euthanasia life alter conversation vision know person change mind dead place decided live die,60
161,37,M,"Gay marriage should be illegal because it undermines tax laws and gives benefits to same sex couples they shouldn't have. Its also not seen as a real marriage in eyes of the Catholic church. Lets leave things they way they've always been. We never had any issues when it was illegal, why change things now?",deceptive,Gay Marriage,gay marriage should be illegal because it undermines tax laws and gives benefits to same sex couples they should n't have its also not seen as a real marriage in eyes of the catholic church lets leave things they way they 've always been we never had any issues when it was illegal why change things now,gay marriage illegal undermine tax law give benefit sex couple see real marriage eye catholic church let leave thing way issue illegal change thing,57
161,37,M,"I believe that there is something really wrong with whats going on in South America and its an incredibly dangerous place to be. Gang violence, political corruption, and drug cartels are at war. If there are migrants seeking safety as refugees in order to protect their family's I believe we need to create good and sound policies to allow them into the U.S. There's nothing more powerful than someone given a chance after great suffering. They would make our nation stronger not weaker.",truthful,Migration,i believe that there is something really wrong with what s going on in south america and its an incredibly dangerous place to be gang violence political corruption and drug cartels are at war if there are migrants seeking safety as refugees in order to protect their family 's i believe we need to create good and sound policies to allow them into the u.s. there 's nothing more powerful than someone given a chance after great suffering they would make our nation stronger not weaker,believe wrong s go south america incredibly dangerous place gang violence political corruption drug cartel war migrant seek safety refugee order protect family believe need create good sound policy allow u.s. powerful give chance great suffering nation strong weak,86
161,37,M,"I believe in the legalization of Cannabis. It isnt a drug you can overdose on and the most dangerous thing that happens is eating too much and falling asleep. Not to mention the medicinal applications are incredible. However, I think the state of California has done a terrible job in estimated the tax revenue legalization would bring. The powers at be also vastly underestimated the black market on cannabis sales. Policies need to be in place to extinguish the black market so people can have their Cannabis and the state can earn tax revenue.",truthful,Cannabis Legalization,i believe in the legalization of cannabis it is nt a drug you can overdose on and the most dangerous thing that happens is eating too much and falling asleep not to mention the medicinal applications are incredible however i think the state of california has done a terrible job in estimated the tax revenue legalization would bring the powers at be also vastly underestimated the black market on cannabis sales policies need to be in place to extinguish the black market so people can have their cannabis and the state can earn tax revenue,believe legalization cannabis not drug overdose dangerous thing happen eat fall asleep mention medicinal application incredible think state california terrible job estimate tax revenue legalization bring power vastly underestimate black market cannabis sale policy need place extinguish black market people cannabis state earn tax revenue,95
162,41,F,"Abortion is a very difficult topic to have only one opinion about. In MOST situations, I feel it is wrong. I personally do not think I could ever have an abortion. I also do not think it should be completely illegal as there are some situations where I feel it should be allowed if the mother decides to do so.",truthful,Abortion,abortion is a very difficult topic to have only one opinion about in most situations i feel it is wrong i personally do not think i could ever have an abortion i also do not think it should be completely illegal as there are some situations where i feel it should be allowed if the mother decides to do so,abortion difficult topic opinion situation feel wrong personally think abortion think completely illegal situation feel allow mother decide,60
162,41,F,"Euthanasia is morally wrong. Nobody should ever assist someone to kill themselves, and those who do so are criminals. Nobody has the right to help someone else end their life, no matter what that person wants.",deceptive,Euthanasia,euthanasia is morally wrong nobody should ever assist someone to kill themselves and those who do so are criminals nobody has the right to help someone else end their life no matter what that person wants,euthanasia morally wrong assist kill criminal right help end life matter person want,36
162,41,F,Gay marriage is immoral and should not be legal. Nobody should be allowed to marry someone of the same sex. Gay couples should not be allowed the same status as heterosexual couples who marry.,deceptive,Gay Marriage,gay marriage is immoral and should not be legal nobody should be allowed to marry someone of the same sex gay couples should not be allowed the same status as heterosexual couples who marry,gay marriage immoral legal allow marry sex gay couple allow status heterosexual couple marry,34
162,41,F,"I feel that illegal migrants should not be allowed into the country and should be removed when found. I feel that LEGAL migrants, who follow the legal immigration process, are welcome here. I believe the our country has room for all who come here legally.",truthful,Migration,i feel that illegal migrants should not be allowed into the country and should be removed when found i feel that legal migrants who follow the legal immigration process are welcome here i believe the our country has room for all who come here legally,feel illegal migrant allow country remove find feel legal migrant follow legal immigration process welcome believe country room come legally,45
162,41,F,"I feel that cannabis should be legalized by federal as well as state law for our entire country. Cannabis comes from a plant, and could replace many harmful chemicals if used properly. Legalizing and taxing cannabis could also help many states increase their tax revenue, and that money could be used to enhance the lives of our citizens.",truthful,Cannabis Legalization,i feel that cannabis should be legalized by federal as well as state law for our entire country cannabis comes from a plant and could replace many harmful chemicals if used properly legalizing and taxing cannabis could also help many states increase their tax revenue and that money could be used to enhance the lives of our citizens,feel cannabis legalize federal state law entire country cannabi come plant replace harmful chemical properly legalize tax cannabi help state increase tax revenue money enhance life citizen,58
163,42,M,"As a man, I feel that only women should have an opinion that matters on abortion. I think that there is a choice and that choice is up to the woman in the situation. Pro-choice can chose what they want to do with their bodies, and Pro-life have made a statement what they have chosen to do with their bodies. One interesting thing I've heard is that many women who are Pro-choice have admitted that while they do not believe in abortion for themselves, they didn't understand that their stance would keep other women from making a choice. Religion does funny things to some people.",truthful,Abortion,as a man i feel that only women should have an opinion that matters on abortion i think that there is a choice and that choice is up to the woman in the situation pro choice can chose what they want to do with their bodies and pro life have made a statement what they have chosen to do with their bodies one interesting thing i 've heard is that many women who are pro choice have admitted that while they do not believe in abortion for themselves they did n't understand that their stance would keep other women from making a choice religion does funny things to some people,man feel woman opinion matter abortion think choice choice woman situation pro choice chose want body pro life statement choose body interesting thing hear woman pro choice admit believe abortion understand stance woman make choice religion funny thing people,110
163,42,M,"While no one has any say on how they enter the world or who their family is. I think every human should have the right to say how they exit the world, with dignity and humanity.",deceptive,Euthanasia,while no one has any say on how they enter the world or who their family is i think every human should have the right to say how they exit the world with dignity and humanity,enter world family think human right exit world dignity humanity,36
163,42,M,Two men marrying or two women marrying devalues my marriage to my wife as a man. And god thinks its wrong because I read the bible cover to cover.,deceptive,Gay Marriage,two men marrying or two women marrying devalues my marriage to my wife as a man and god thinks its wrong because i read the bible cover to cover,man marry woman marry devalue marriage wife man god think wrong read bible cover cover,29
163,42,M,"This country was founded on migrants and immigrants while forcibly taking it from the Native Americans. A common sense immigration policy is what we need, but unfortunately won't get.",truthful,Migration,this country was founded on migrants and immigrants while forcibly taking it from the native americans a common sense immigration policy is what we need but unfortunately wo n't get,country found migrant immigrant forcibly take native americans common sense immigration policy need unfortunately will,30
163,42,M,"It's already legal recreationally in several states and medicinally in many more and the earth has not exploded. Once big pharma really sinks it's hooks into the legal/medicinal industry, there will be lobbyists pushing the government to decriminalize across the country.",truthful,Cannabis Legalization,it 's already legal recreationally in several states and medicinally in many more and the earth has not exploded once big pharma really sinks it 's hooks into the legal medicinal industry there will be lobbyists pushing the government to decriminalize across the country,legal recreationally state medicinally earth explode big pharma sink hook legal medicinal industry lobbyist push government decriminalize country,44
164,25,F,"I think abortion should be completely legal and unrestricted by the government. I do not think it is anyone's business what a woman decides to do with her body or what is best for her - ESPECIALLY a man. There are plenty of things people could spend their time legislating, but a woman's body should not be one of them. There are many valid reasons why a woman could choose to terminate a pregnancy but bottom line - it's no one's business but hers. Wouldn't it be better to abort an unwanted or unhealthy baby than to bring something into this world that you're not equipped to care for? Are we not overpopulated as is? Why would we force a woman to have a child when we are already running out of natural resources?",truthful,Abortion,i think abortion should be completely legal and unrestricted by the government i do not think it is anyone 's business what a woman decides to do with her body or what is best for her especially a man there are plenty of things people could spend their time legislating but a woman 's body should not be one of them there are many valid reasons why a woman could choose to terminate a pregnancy but bottom line it 's no one 's business but hers would n't it be better to abort an unwanted or unhealthy baby than to bring something into this world that you 're not equipped to care for are we not overpopulated as is why would we force a woman to have a child when we are already running out of natural resources,think abortion completely legal unrestricted government think business woman decide body good especially man plenty thing people spend time legislate woman body valid reason woman choose terminate pregnancy line business well abort unwanted unhealthy baby bring world equip care overpopulate force woman child run natural resource,138
164,25,F,"Allowing for euthanasia is plain and simple a crime. This is suicide and you should not be allowed in heaven. Killing oneself is a sin as defined by the bible and doctors should be ashamed of themselves for condoning such behaviors. It does not matter how sick or lifeless you have become, the Lord is the only person who decides when your time is up. It should not be up to a sick individual to make this kind of life-altering decision especially when they're in such a low mental state. Place your faith in the Lord and he will deliver you from these circumstances and if it is your time to go, he will take you. Choosing suicide will only give you a one way ticket to Hell.",deceptive,Euthanasia,allowing for euthanasia is plain and simple a crime this is suicide and you should not be allowed in heaven killing oneself is a sin as defined by the bible and doctors should be ashamed of themselves for condoning such behaviors it does not matter how sick or lifeless you have become the lord is the only person who decides when your time is up it should not be up to a sick individual to make this kind of life altering decision especially when they 're in such a low mental state place your faith in the lord and he will deliver you from these circumstances and if it is your time to go he will take you choosing suicide will only give you a one way ticket to hell,allow euthanasia plain simple crime suicide allow heaven kill oneself sin define bible doctor ashamed condone behavior matter sick lifeless lord person decide time sick individual kind life alter decision especially low mental state place faith lord deliver circumstance time choose suicide way ticket hell,130
164,25,F,The bible states that marriage should take place between exactly one man and woman. No more. No less. Why have we decided to bastardize this most pure of doctrines? Why would we let some people reduce marriage to a sham by allowing a man to marry a man or a woman to marry a woman? What's next?! Will we stop at nothing? Will it eventually be okay for someone to marry their llama? Gay people should not be allowed the same rights as normal people and they especially should not be allowed to adopt children. Children need a mother and father and no one else is equipped to be a parent.,deceptive,Gay Marriage,the bible states that marriage should take place between exactly one man and woman no more no less why have we decided to bastardize this most pure of doctrines why would we let some people reduce marriage to a sham by allowing a man to marry a man or a woman to marry a woman what 's next will we stop at nothing will it eventually be okay for someone to marry their llama gay people should not be allowed the same rights as normal people and they especially should not be allowed to adopt children children need a mother and father and no one else is equipped to be a parent,bible state marriage place exactly man woman decide bastardize pure doctrine let people reduce marriage sham allow man marry man woman marry woman stop eventually okay marry llama gay people allow right normal people especially allow adopt child child need mother father equip parent,112
164,25,F,"America was founded by immigrants, built by immigrants, and built upon a philosophy of accepting those in need. What is written on the Statue of Liberty? I don't think it's ""give me your tired, your poor, your huddled masses so I may send them away and discriminate against them"". It's quite the opposite actually. How can we stand here and think we deserve to live in this country when they only thing different about us is that we happened to be born on this soil? Who cares?! Even those immigrants who have come here illegally should be offered a path to citizenship. Saying that they take our jobs is complete bull considering Americans wouldn't deign to do those jobs anyway. They aren't taking our resources because they HAVE NO RIGHTS and are not protected under our laws!! Everyone has spent way too much time believing the hateful rhetoric spewed by the right-wing propaganda machine about how migrant=rapist/criminal/drug-lord. None of these things are true. Most are women and children fleeing violence and seeking asylum. Who are we to turn them away?",truthful,Migration,america was founded by immigrants built by immigrants and built upon a philosophy of accepting those in need what is written on the statue of liberty i do n't think it 's give me your tired your poor your huddled masses so i may send them away and discriminate against them it 's quite the opposite actually how can we stand here and think we deserve to live in this country when they only thing different about us is that we happened to be born on this soil who cares even those immigrants who have come here illegally should be offered a path to citizenship saying that they take our jobs is complete bull considering americans would n't deign to do those jobs anyway they are n't taking our resources because they have no rights and are not protected under our laws everyone has spent way too much time believing the hateful rhetoric spewed by the right wing propaganda machine about how migrant = rapist criminal drug lord none of these things are true most are women and children fleeing violence and seeking asylum who are we to turn them away,america found immigrant build immigrant build philosophy accept need write statue liberty think tired poor huddle masse send away discriminate opposite actually stand think deserve live country thing different happen bear soil care immigrant come illegally offer path citizenship say job complete bull consider americans deign job take resource right protect law spend way time believe hateful rhetoric spew right wing propaganda machine migrant = rapist criminal drug lord thing true woman child flee violence seek asylum turn away,191
164,25,F,"There are so many more hurtful substances than Cannabis in this world - many of them legal in the United States! With the exception of a prescription, there is nothing that stops you from taking painkillers or benzos. These things are highly addictive and lead to far worse and long-lasting problems. Notice how no one talks about a marijuana epidemic? But they sure do talk about an opioid crisis. Or how about alcohol? How many people do you know with a DUI? Have you ever lost someone you love to a drunk driver? I sure have. But you know what I haven't lost anyone to? Marijuana. I've never seen a high person acting the way drunks act. Marijuana is only addictive in the psychological sense that ANYTHING could be. It's not cancer-causing like cigarettes and doesn't cause organ failure or cirrhosis like alcohol. Legalize marijuana and you generate extra revenue for states and cities and reduce the reliance of the sick on dangerous pharmaceuticals.",truthful,Cannabis Legalization,there are so many more hurtful substances than cannabis in this world many of them legal in the united states with the exception of a prescription there is nothing that stops you from taking painkillers or benzos these things are highly addictive and lead to far worse and long lasting problems notice how no one talks about a marijuana epidemic but they sure do talk about an opioid crisis or how about alcohol how many people do you know with a dui have you ever lost someone you love to a drunk driver i sure have but you know what i have n't lost anyone to marijuana i 've never seen a high person acting the way drunks act marijuana is only addictive in the psychological sense that anything could be it 's not cancer causing like cigarettes and does n't cause organ failure or cirrhosis like alcohol legalize marijuana and you generate extra revenue for states and cities and reduce the reliance of the sick on dangerous pharmaceuticals,hurtful substance cannabis world legal united states exception prescription stop take painkiller benzos thing highly addictive lead far bad long last problem notice talk marijuana epidemic sure talk opioid crisis alcohol people know dui lose love drunk driver sure know lose marijuana see high person act way drunk act marijuana addictive psychological sense cancer cause like cigarette cause organ failure cirrhosis like alcohol legalize marijuana generate extra revenue state city reduce reliance sick dangerous pharmaceutical,169
165,42,M,I am pro-choice. I believe people need to have a choice on whether or not they should have an abortion. I donp't believe it should be up to the government or others to decide if a person should have an abortion. I do believe it should be limited to a certain time frame unless there are medical complications.,truthful,Abortion,i am pro choice i believe people need to have a choice on whether or not they should have an abortion i donp't believe it should be up to the government or others to decide if a person should have an abortion i do believe it should be limited to a certain time frame unless there are medical complications,pro choice believe people need choice abortion donp't believe government decide person abortion believe limit certain time frame medical complication,59
165,42,M,Euthanasia is murder and cannot be legalized. There may always be a chance for a person to recover and simply giving up and dying or killing yourself prevents any chance of a miracle happening. If we allow euthanasia others may use it to kill people. We cannot let that slippery slope happen.,deceptive,Euthanasia,euthanasia is murder and can not be legalized there may always be a chance for a person to recover and simply giving up and dying or killing yourself prevents any chance of a miracle happening if we allow euthanasia others may use it to kill people we can not let that slippery slope happen,euthanasia murder legalize chance person recover simply give die kill prevent chance miracle happen allow euthanasia use kill people let slippery slope happen,54
165,42,M,Allowing same sex couples to marry will be the downfall of our country. Religious institutions will crumble once these people are brought together in the eyes of the lord. Homosexuality is a sin and we should not be rewarding or celebrating it. It is a mockery of God.,deceptive,Gay Marriage,allowing same sex couples to marry will be the downfall of our country religious institutions will crumble once these people are brought together in the eyes of the lord homosexuality is a sin and we should not be rewarding or celebrating it it is a mockery of god,allow sex couple marry downfall country religious institution crumble people bring eye lord homosexuality sin rewarding celebrate mockery god,48
165,42,M,"Migrants are the reason we are able to have an economy that is as reasonable as possible. Without their contributions to the labor force, many things would be much more expensive. They are unfairly treated right now and the building racism against them is disgusting. We need to do more to provide a safe path to citizenship for people from other countries",truthful,Migration,migrants are the reason we are able to have an economy that is as reasonable as possible without their contributions to the labor force many things would be much more expensive they are unfairly treated right now and the building racism against them is disgusting we need to do more to provide a safe path to citizenship for people from other countries,migrant reason able economy reasonable possible contribution labor force thing expensive unfairly treat right building racism disgusting need provide safe path citizenship people country,62
165,42,M,This is something that should have happened all over the country decades ago. It is so silly such a harmless drug is still banned in many places while something like alcohol isn't. The legalization of medical marijuana is definitely a start. But people that want to use it recreationally shouldn't have to feel they are doing something wrong.,truthful,Cannabis Legalization,this is something that should have happened all over the country decades ago it is so silly such a harmless drug is still banned in many places while something like alcohol is n't the legalization of medical marijuana is definitely a start but people that want to use it recreationally should n't have to feel they are doing something wrong,happen country decade ago silly harmless drug ban place like alcohol legalization medical marijuana definitely start people want use recreationally feel wrong,60
166,29,F,"I do not believe in abortion and feel that it is wrong. To me, a fetus is life, and life should not be taken so easily. At the same time, I feel that it is your choice on what you do with your body and I will not condemn someone for having an abortion. My heart just mourns the potential that is lost when the baby is ripped from its mother's womb.",truthful,Abortion,i do not believe in abortion and feel that it is wrong to me a fetus is life and life should not be taken so easily at the same time i feel that it is your choice on what you do with your body and i will not condemn someone for having an abortion my heart just mourns the potential that is lost when the baby is ripped from its mother 's womb,believe abortion feel wrong fetus life life take easily time feel choice body condemn have abortion heart mourn potential lose baby rip mother womb,73
166,29,F,"Your are killing an innocent animal! Put them all on on an island somewhere to leave out there days. Euthanasia is wrong, even if its mercy killing! It should be illegal",deceptive,Euthanasia,your are killing an innocent animal put them all on on an island somewhere to leave out there days euthanasia is wrong even if its mercy killing it should be illegal,kill innocent animal island leave day euthanasia wrong mercy kill illegal,31
166,29,F,Gay marriage is against most culturals and religions. Do not legalize it! It does not belong in our country! Send them somewhere else they want to do that! They are all queers,deceptive,Gay Marriage,gay marriage is against most culturals and religions do not legalize it it does not belong in our country send them somewhere else they want to do that they are all queers,gay marriage cultural religion legalize belong country send want queer,32
166,29,F,"I understand why people seek out a better life. They are doing what they must to provide for their family. With that being said, I don't condemn migrants and but understand the need to not let everyone in the U.S. Therefore, I am nuetral to migrant policy.",truthful,Migration,i understand why people seek out a better life they are doing what they must to provide for their family with that being said i do n't condemn migrants and but understand the need to not let everyone in the u.s. therefore i am nuetral to migrant policy,understand people seek well life provide family say condemn migrant understand need let u.s. nuetral migrant policy,48
166,29,F,I would legalize it. There are other drugs that are actually bad for you and are worth more consideration. Cannabis has health perks. Just put stipulations on no driving or operating machinery like they do other drugs/medications,truthful,Cannabis Legalization,i would legalize it there are other drugs that are actually bad for you and are worth more consideration cannabis has health perks just put stipulations on no driving or operating machinery like they do other drugs medications,legalize drug actually bad worth consideration cannabis health perk stipulation driving operating machinery like drug medication,38
167,22,M,It is not the best option available for the circumstance. There are better ways to handle the situation. preventative measures are better for the environment. it is not right morally and very hard to overcome emotionally.,truthful,Abortion,it is not the best option available for the circumstance there are better ways to handle the situation preventative measures are better for the environment it is not right morally and very hard to overcome emotionally,good option available circumstance well way handle situation preventative measure well environment right morally hard overcome emotionally,36
167,22,M,"kill them all if they cant attribute to a functioning society. it should be legal and totally fine for anyone. just do it and face the consequences later.  it cant be that bad, hitler did it.",deceptive,Euthanasia,kill them all if they ca nt attribute to a functioning society it should be legal and totally fine for anyone just do it and face the consequences later it ca nt be that bad hitler did it,kill not attribute function society legal totally fine face consequence later not bad hitler,38
167,22,M,its not very good but i guess its ok. it shouldnt happen but we cant stop them . they should keep it to them selves. they are not normal and should be different .,deceptive,Gay Marriage,its not very good but i guess its ok it should nt happen but we ca nt stop them they should keep it to them selves they are not normal and should be different,good guess ok not happen not stop self normal different,34
167,22,M,they should stay in their own countries and leave us alone. they are a drain on society and the economy. if they come it should be legally only or they get deported. it is not acceptable for them to come over here.,truthful,Migration,they should stay in their own countries and leave us alone they are a drain on society and the economy if they come it should be legally only or they get deported it is not acceptable for them to come over here,stay country leave drain society economy come legally deport acceptable come,42
167,22,M,its dank and would help pay our teachers. it is a necessary evil for the world to prosper. dont knock it till you try it at least once. it can be a good thing when used the right way.,truthful,Cannabis Legalization,its dank and would help pay our teachers it is a necessary evil for the world to prosper do nt knock it till you try it at least once it can be a good thing when used the right way,dank help pay teacher necessary evil world prosper not knock till try good thing right way,40
168,37,F,"I feel abortion is an abhorrent act. No one person has the right to determine whether or not another may live. If the life was started, it should be permitted to run its course. However, I also feel that no person should be the enforcer of his or her own morals onto the actions of another; God will judge the sins of all in the end.",truthful,Abortion,i feel abortion is an abhorrent act no one person has the right to determine whether or not another may live if the life was started it should be permitted to run its course however i also feel that no person should be the enforcer of his or her own morals onto the actions of another god will judge the sins of all in the end,feel abortion abhorrent act person right determine live life start permit run course feel person enforcer moral action god judge sin end,66
168,37,F,People don't have the right to end their own lives. They must live out every excruciating moment they've been given as each moment given to us is meant to test us.,deceptive,Euthanasia,people do n't have the right to end their own lives they must live out every excruciating moment they 've been given as each moment given to us is meant to test us,people right end life live excruciating moment give moment give mean test,33
168,37,F,Homosexuals should be ashamed of their efforts to claim the right to marriage. They distort the sanctimony of the holy union between man and woman.,deceptive,Gay Marriage,homosexuals should be ashamed of their efforts to claim the right to marriage they distort the sanctimony of the holy union between man and woman,homosexual ashamed effort claim right marriage distort sanctimony holy union man woman,25
168,37,F,"I feel that migrants who have worked to enter this country in a legal manner, have the intention of becoming naturalized citizens, and plan to be an industrious member of society should be welcomed with open arms. Those who enter under guile and deception should be turned away.",truthful,Migration,i feel that migrants who have worked to enter this country in a legal manner have the intention of becoming naturalized citizens and plan to be an industrious member of society should be welcomed with open arms those who enter under guile and deception should be turned away,feel migrant work enter country legal manner intention naturalize citizen plan industrious member society welcome open arm enter guile deception turn away,48
168,37,F,Everyone should be able to consume whatever they wish so long as they are not causing harm to others which is not a typical result of cannabis.,truthful,Cannabis Legalization,everyone should be able to consume whatever they wish so long as they are not causing harm to others which is not a typical result of cannabis,able consume wish long cause harm typical result cannabis,27
169,37,F,I feel abortion is a woman's choice. A woman should have the right to safely and legally terminate an unwanted pregnancy. Women shouldn't have to risk their health or face legal consequences for making the best decision for themselves and their own bodies. Women should be protected legally to also end late term pregnancies that would cause a risk to their lives or in which a fetus isn't viable.,truthful,Abortion,i feel abortion is a woman 's choice a woman should have the right to safely and legally terminate an unwanted pregnancy women should n't have to risk their health or face legal consequences for making the best decision for themselves and their own bodies women should be protected legally to also end late term pregnancies that would cause a risk to their lives or in which a fetus is n't viable,feel abortion woman choice woman right safely legally terminate unwanted pregnancy woman risk health face legal consequence make good decision body woman protect legally end late term pregnancy cause risk life fetus viable,72
169,37,F,"I think euthanasia is a sin. I think it should be illegal because people shouldn't be able to decide to kill themselves. No one has the right to decide when to end their life, as that is very selfish. People should have to receive all available physical and mental healthcare until their bodies naturally die.",deceptive,Euthanasia,i think euthanasia is a sin i think it should be illegal because people should n't be able to decide to kill themselves no one has the right to decide when to end their life as that is very selfish people should have to receive all available physical and mental healthcare until their bodies naturally die,think euthanasia sin think illegal people able decide kill right decide end life selfish people receive available physical mental healthcare body naturally die,56
169,37,F,"Married, as noted in the Bible, is intended for a man and woman. Homosexuality is a sin and they should not have the same opportunities for the holy sacrament of marriage as heterosexuals. Additionally, since they choose to live in sin they should not be afford the legal tax breaks which are only heterosexuals deserve. Gay marriage should be illegal.",deceptive,Gay Marriage,married as noted in the bible is intended for a man and woman homosexuality is a sin and they should not have the same opportunities for the holy sacrament of marriage as heterosexuals additionally since they choose to live in sin they should not be afford the legal tax breaks which are only heterosexuals deserve gay marriage should be illegal,married note bible intend man woman homosexuality sin opportunity holy sacrament marriage heterosexual additionally choose live sin afford legal tax break heterosexual deserve gay marriage illegal,60
169,37,F,Migrants should be given fair treatment. They should receive just and fair treatment within our constitution. Asylum laws should be applied equally and fairly. Families shouldn't be separated from their children. Migrants should be given due process and assistance to immigrate legally.,truthful,Migration,migrants should be given fair treatment they should receive just and fair treatment within our constitution asylum laws should be applied equally and fairly families should n't be separated from their children migrants should be given due process and assistance to immigrate legally,migrant give fair treatment receive fair treatment constitution asylum law apply equally fairly family separate child migrant give process assistance immigrate legally,43
169,37,F,"As adults of a certain age have the right to legally smoke tobacco and drink alcohol, so we should have the same rights for cannabis. Cannabis should be legalized such that consenting adults can make their own decisions without legal repercussions. Citizens of age who can defend their country or vote should be afforded the right to determine their own use of cannabis without legal consequence. I full believe it should be legalized.",truthful,Cannabis Legalization,as adults of a certain age have the right to legally smoke tobacco and drink alcohol so we should have the same rights for cannabis cannabis should be legalized such that consenting adults can make their own decisions without legal repercussions citizens of age who can defend their country or vote should be afforded the right to determine their own use of cannabis without legal consequence i full believe it should be legalized,adult certain age right legally smoke tobacco drink alcohol right cannabi cannabi legalize consent adult decision legal repercussion citizen age defend country vote afford right determine use cannabis legal consequence believe legalize,73
170,40,F,"I believe that it should be up to the mother. There are instances, such as rape, that it would not be fair to her to have to raise the child. I don't believe that it should be allowed for someone that carelessly used birth control, or did not use birth control at all.",truthful,Abortion,i believe that it should be up to the mother there are instances such as rape that it would not be fair to her to have to raise the child i do n't believe that it should be allowed for someone that carelessly used birth control or did not use birth control at all,believe mother instance rape fair raise child believe allow carelessly birth control use birth control,54
170,40,F,"Euthanasia should be permitted to anyone that believes they would be better off dead. It could be the easy way for someone to get out of a really bad situation. For example, if you are diagnosed with cancer, you should have the right to end your life immediately and not run the risk of suffering.",deceptive,Euthanasia,euthanasia should be permitted to anyone that believes they would be better off dead it could be the easy way for someone to get out of a really bad situation for example if you are diagnosed with cancer you should have the right to end your life immediately and not run the risk of suffering,euthanasia permit believe well dead easy way bad situation example diagnose cancer right end life immediately run risk suffering,55
170,40,F,"I don't believe gay marriage should be permitted. Marriage is meant to be between one man and one woman. Jesus did not want gays living on this earth, therefore we should abide by The Bible and not allow this to happen.",deceptive,Gay Marriage,i do n't believe gay marriage should be permitted marriage is meant to be between one man and one woman jesus did not want gays living on this earth therefore we should abide by the bible and not allow this to happen,believe gay marriage permit marriage mean man woman jesus want gay live earth abide bible allow happen,42
170,40,F,"If the migrant has legally entered a country, I believe there is nothing wrong with them being in the country. If they enter illegally, they should not be allowed. If they do not hold up to the requirements of being in the country, i.e. working, paying bills, maintaining a ""normal"" lifestyle for that country, they should have to leave.",truthful,Migration,if the migrant has legally entered a country i believe there is nothing wrong with them being in the country if they enter illegally they should not be allowed if they do not hold up to the requirements of being in the country i.e. working paying bills maintaining a normal lifestyle for that country they should have to leave,migrant legally enter country believe wrong country enter illegally allow hold requirement country i.e. work pay bill maintain normal lifestyle country leave,59
